title,authors,pub_date,abstract,keywords
The predictive role of intraoperative parathyroid hormone measurement on postoperative parathyroid function in patients undergoing total thyroidectomy,"Yushuai Zhang, Yishen Zhao, Hong Tang, Hongrui Zou, Yang Li, Xuehai Bian, Jie Tan, Yingying Wang",2024-11-26,"Hypocalcemia is a common complication of thyroidectomy, particularly total thyroidectomy. The higher incidence of hypocalcemia following total thyroidectomy is primarily due to inadvertent damage to the parathyroid glands during surgery. This study aims to investigate the predictive value of intraoperative parathyroid hormone (IOPTH) in determining hypocalcemia during hospitalization and the recovery of parathyroid function after total thyroidectomy, as well as the factors that may influence IOPTH. In this retrospective study, we analyzed a cohort of 164 patients who underwent total thyroidectomy at our institution between 2018 and 2019. IOPTH was measured either 15 min after bilateral thyroidectomy combined with area VI lymph node dissection, or 15 min after bilateral thyroidectomy alone. We plotted ROC curves for IOPTH and ΔPTH% in relation to hypocalcemia during hospitalization and recovery of parathyroid function. Additionally, we explored risk factors for the development of hypocalcemia during hospitalization and factors that may influence IOPTH. IOPTH and ΔPTH% demonstrated good specificity and sensitivity for predicting hypocalcemia during hospitalization and for assessing recovery of parathyroid function. Lower preoperative PTH levels, chronic lymphocytic thyroiditis, and intraoperative parathyroid auto-transplantation were identified as risk factors for IOPTH < 15 pg/mL. IOPTH and ΔPTH% are predictive of hypocalcemia during the postoperative hospital stay and recovery of parathyroid function. Patients with chronic lymphocytic thyroiditis, intraoperative parathyroid auto-transplantation, and low preoperative PTH levels should be closely monitored for the recovery of parathyroid function after surgery.","Total thyroidectomy, IOPTH, Hypocalcemia, Hypoparathyroidism, Recovery of parathyroid function"
The expression and clinical significance of ARHGAP25 in osteosarcoma based on bioinformatics analysis,"Xiaoqian Liu, Siyuan Zhang, Dong Wang, Kaili Lv, Yonggui Wang, Lei Peng",2024-08-12,"ARHGAP25, a member of the ARHGAP family, encodes a negative regulator of Rho-GTPase that is important for actin remodeling, cell polarity, and cell migration. ARHGAP25 is down-regulated in a variety of solid tumors and promotes cancer cell growth, migration, and invasion. However, nothing is understood about ARHGAP25’s biological function in osteosarcoma. This work used qPCR and WB to confirm the expression of ARHGAP25 in osteosarcoma following the initial analysis of its expression in pan-cancer. For GO and KEGG analysis, we have chosen 300 genes from the TARGET osteosarcoma data that had the strongest positive correlation with ARHGAP25, and we created nomogram and calibration charts. We simultaneously overexpressed ARHGAP25 in osteosarcoma cells to examine its impact on apoptosis and proliferation. By using MSP, we determined their methylation status in osteosarcoma cells and normal bone cells. We observed that ARHGAP25 was significantly downregulated in a range of malignancies, including osteosarcoma, and was associated with poor patient outcomes. The decrease of ARHGAP25 expression in osteosarcoma is related to DNA methylation. Overexpression of ARHGAP25 induced apoptosis and inhibited the proliferation of osteosarcoma cells in vitro. In addition, ARHGAP25 is also associated with immune-related pathways in osteosarcoma. These findings suggest that ARHGAP25 is a valuable prognostic biomarker in osteosarcoma patients.","Osteosarcoma, ARHGAP25, Methylation, Biomarker"
Paclitaxel plus carboplatin and durvalumab with or without oleclumab for women with previously untreated locally advanced or metastatic triple-negative breast cancer: the randomized SYNERGY phase I/II trial,"Laurence Buisseret, Delphine Loirat, Philippe Aftimos, Christian Maurer, Kevin Punie, Véronique Debien, Paulus Kristanto, Daniel Eiger, Anthony Goncalves, François Ghiringhelli, Donatienne Taylor, Florent Clatot, Tom Van den Mooter, Jean-Marc Ferrero, Hervé Bonnefoi, Jean-Luc Canon, Francois P. Duhoux, Laura Mansi, Renaud Poncin, Philippe Barthélémy, Nicolas Isambert, Zoë Denis, Xavier Catteau, Roberto Salgado, Elisa Agostinetto, Evandro de Azambuja, Françoise Rothé, Ligia Craciun, David Venet, Emanuela Romano, John Stagg, Marianne Paesmans, Denis Larsimont, Christos Sotiriou, Michail Ignatiadis, Martine Piccart-Gebhart",2023-11-02,"Chemo-immunotherapy is the first-line standard of care for patients with PD-L1 positive metastatic triple-negative breast cancer (mTNBC). SYNERGY (NCT03616886) is a dose-finding phase I and a randomized phase II, open-label trial evaluating if targeting the immunosuppressive adenosine pathway can enhance the antitumor activity of chemo-immunotherapy. The phase I part included 6 patients with untreated locally-advanced or mTNBC to determine the safety and recommended phase II dose of the anti-CD73 antibody oleclumab in combination with the anti-PD-L1 durvalumab and 12 cycles of weekly carboplatin and paclitaxel. In the phase II part, 127 women were randomized 1:1 to receive chemo-immunotherapy, with (arm A) or without (arm B) oleclumab. The primary endpoint was the clinical benefit rate at week 24, defined as stable disease, partial or complete response per RECIST v1.1. Secondary endpoints included objective response rate, duration of response, survival outcomes (progression-free survival and overall survival), and safety. The trial did not meet its primary endpoint, as the 24-week clinical benefit rate was not significantly improved by adding oleclumab (43% vs. 44%, p = 0.61). Exploratory median progression-free survival was 5.9 months in arm A as compared to 7.0 months in arm B (p = 0.90). The safety profile was manageable in both arms.",
Effects of tamoxifen on cognitive function in patients with primary breast cancer,"Maryse J. Luijendijk, Sanne M. Buijs, Agnes Jager, Stijn L. W. Koolen, Elsken van der Wall, Sanne B. Schagen, Ron H. J. Mathijssen",2024-11-26,"IntroductionTamoxifen may adversely affect cognitive function by interfering with estrogen action in the brain. Despite growing evidence for a relationship between tamoxifen and cognitive problems, findings remain inconclusive. While some tamoxifen-related side effects seem exposure-dependent with concentrations of tamoxifen or its main metabolite, endoxifen, this has never been investigated for cognitive function. We investigated cognitive function after two years of tamoxifen and its association with tamoxifen and endoxifen exposure.Methods135 women with breast cancer completed the Amsterdam Cognition Scan (ACS), an online neuropsychological test battery, after two years of tamoxifen. Test scores were converted to standardized Z-scores based on a matched ‘no-cancer’ control group. Tamoxifen and endoxifen concentrations and tamoxifen dose were regressed separately on cognitive functioning.ResultsPatients reported mild cognitive complaints and had worse verbal learning, processing speed, executive functioning, and motor functioning compared to matched controls. After correcting for age, mean tamoxifen and endoxifen levels, as well as tamoxifen dose, were associated with worse performance on several cognitive domains.ConclusionTamoxifen is adversely associated with objective as well as self-reported cognitive function, which may depend on the level of exposure to tamoxifen and endoxifen. Further research is warranted to confirm this hypothesis.",
Novel nomogram and risk stratification for peritoneal recurrence after curative resection in gastric cancer,"Yingjiao Zhu, Hao Chen, Yahua Wu, Tao jiang, Xinli Wang, Jianwei Zheng, Xiaoyan Lin",2024-08-17,"Peritoneal recurrence (PR) in gastric cancer after curative resection has poor prognosis. Therefore, we aimed to construct a nomogram to predict PR, and establish PR score for risk stratification to guide adjuvant chemotherapy. A total of 315 patients with gastric cancer after radical surgery were included, and randomly stratified into training group (n = 221) and validation group (n = 94). Univariate and multivariate analyses were used to determine predictive factors of PR. The nomogram was constructed to predict the risk of PR. We utilized the time-dependent area under the receiver operating characteristic (ROC) curves (AUCs), calibration curves, and decision curve analysis (DCA) to evaluate the performance of the nomogram. Multivariate analysis showed that tumor site, N stage, preoperative CEA, and postoperative CA199 were independent predictors of PR. A nomogram was constructed to predict PR based on these factors. The AUC value was 0.755 in the training group and 0.715 in the validation group. The calibration curves showed good agreement between prediction and observation in the training and validation groups. The decision curve analysis displayed a good net benefit of the nomogram. The novel PR score was developed and patients were stratified into the low-, medium-, and high -risk groups. For the high-risk group, postoperative adjuvant chemotherapy significantly improved patients' overall survival (OS) and disease-free survival (DFS). The establishment of nomogram facilitates the prediction of PR after radical gastrectomy, and a novel PR score may help guide adjuvant chemotherapy for gastric cancer.","Gastric cancer, Peritoneal recurrence, Nomogram, Risk stratification, Adjuvant chemotherapy"
Integrated radiogenomics models predict response to neoadjuvant chemotherapy in high grade serous ovarian cancer,"Mireia Crispin-Ortuzar, Ramona Woitek, Marika A. V. Reinius, Elizabeth Moore, Lucian Beer, Vlad Bura, Leonardo Rundo, Cathal McCague, Stephan Ursprung, Lorena Escudero Sanchez, Paula Martin-Gonzalez, Florent Mouliere, Dineika Chandrananda, James Morris, Teodora Goranova, Anna M. Piskorz, Naveena Singh, Anju Sahdev, Roxana Pintican, Marta Zerunian, Nitzan Rosenfeld, Helen Addley, Mercedes Jimenez-Linan, Florian Markowetz, Evis Sala, James D. Brenton",2023-10-24,"High grade serous ovarian carcinoma (HGSOC) is a highly heterogeneous disease that typically presents at an advanced, metastatic state. The multi-scale complexity of HGSOC is a major obstacle to predicting response to neoadjuvant chemotherapy (NACT) and understanding critical determinants of response. Here we present a framework to predict the response of HGSOC patients to NACT integrating baseline clinical, blood-based, and radiomic biomarkers extracted from all primary and metastatic lesions. We use an ensemble machine learning model trained to predict the change in total disease volume using data obtained at diagnosis (n = 72). The model is validated in an internal hold-out cohort (n = 20) and an independent external patient cohort (n = 42). In the external cohort the integrated radiomics model reduces the prediction error by 8% with respect to the clinical model, achieving an AUC of 0.78 for RECIST 1.1 classification compared to 0.47 for the clinical model. Our results emphasize the value of including radiomics data in integrative models of treatment response and provide methods for developing new biomarker-based clinical trials of NACT in HGSOC.",
Biomineralized apoferritin nanoparticles delivering dihydroartemisinin and calcium for synergistic breast cancer therapy,"Shanshan Zhao, Peng Liu, Yan Li",2024-11-26,"Breast cancer is one of the most common gynecological malignancies and poses a severe health risk to women. In recent years, ferroptosis therapy has been considered a promising therapeutic strategy for breast cancer by promoting intracellular reactive oxygen species (ROS) production and lipid peroxidation (LPO) accumulation. However, insufficient intracellular ROS levels and suboptimal drug accumulation within breast cancer lesions hinder the efficacy of ferroptosis as a single oncological treatment modality. In this study, we developed a self-targeting biomineralized apoferritin-based nanovector, encapsulating the ferroptosis inducer dihydroartemisinin (DHA), to create a synergistic antitumor nano-platform (Ca/DHA@AFn) capable of achieving dual-mode calcicoptosis and ferroptosis therapy. The Ca/DHA@AFn nanoparticles exhibited uniform distribution, with an average particle size of approximately 20 nm and a drug loading efficiency of 2.32%. MTT assay results demonstrated that Ca/DHA@AFn significantly decreased the viability of 4T1 cells compared to the controls (DHA, Ca@AFn, and DHA@AFn), indicating enhanced therapeutic efficacy. In vivo experiments in mice revealed that Ca/DHA@AFn nanoparticles, through combined calcicoptosis/ferroptosis induction, exhibited superior synergistic antitumor effects compared to single-modality treatments, significantly extending survival and demonstrating high biocompatibility. This study introduces a novel and safe biomineralized apoferritin-based nano-platform leveraging calcicoptosis/ferroptosis dual therapy, showing strong antitumor efficacy against breast cancer cells and presenting a promising strategy for breast cancer treatment.","Nano delivery system, Apoferritin, Dihydroartemisinin, Calcicoptosis, Ferroptosis"
Fluorescence lifetime of injected indocyanine green as a universal marker of solid tumours in patients,"Rahul Pal, Thinzar M. Lwin, Murali Krishnamoorthy, Hannah R. Collins, Corey D. Chan, Andrey Prilutskiy, MacLean P. Nasrallah, Tom H. Dijkhuis, Shriya Shukla, Amy L. Kendall, Michael S. Marshall, Stefan A. Carp, Yin P. Hung, Angela R. Shih, Maria Martinez-Lage, Lawrence Zukerberg, Peter M. Sadow, William C. Faquin, Brian V. Nahed, Allen L. Feng, Kevin S. Emerick, J. Sven D. Mieog, Alexander L. Vahrmeijer, Karthik Rajasekaran, John Y. K. Lee, Kenneth S. Rankin, Santiago Lozano-Calderon, Mark A. Varvares, Kenneth K. Tanabe, Anand T. N. Kumar",2023-10-16,"The surgical resection of solid tumours can be enhanced by fluorescence-guided imaging. However, variable tumour uptake and incomplete clearance of fluorescent dyes reduces the accuracy of distinguishing tumour from normal tissue via conventional fluorescence intensity-based imaging. Here we show that, after systemic injection of the near-infrared dye indocyanine green in patients with various types of solid tumour, the fluorescence lifetime (FLT) of tumour tissue is longer than the FLT of non-cancerous tissue. This tumour-specific shift in FLT can be used to distinguish tumours from normal tissue with an accuracy of over 97% across tumour types, and can be visualized at the cellular level using microscopy and in larger specimens through wide-field imaging. Unlike fluorescence intensity, which depends on imaging-system parameters, tissue depth and the amount of dye taken up by tumours, FLT is a photophysical property that is largely independent of these factors. FLT imaging with indocyanine green may improve the accuracy of cancer surgeries.",
Risk prediction of multiple-station N2 metastasis in patients with upfront surgery for clinical single-station N2 non-small cell lung cancer,"Joon Young Kim, Han Pil Lee, Jae Kwang Yun, Geun Dong Lee, Sehoon Choi, Hyeong Ryul Kim, Yong–Hee Kim, Dong Kwan Kim, Seung–Il Park",2024-08-13,"To investigate long-term outcomes and develop a risk model for pathological multi–station N2 (pN2b) in patients who underwent upfront surgery for clinical single–station N2 (cN2a) non–small cell lung cancer (NSCLC). From 2006 to 2018, 547 patients who had upfront surgery for suspected cN2a NSCLC underwent analysis. A risk model for predicting pN2b metastasis was developed using preoperative clinical variables via multivariable logistic analysis. Among 547 clinical cN2a NSCLC patients, 118 (21.6%), 58 (10.6%), and 371 (67.8%) had pN0, pN1, and pN2. Among 371 pN2 NSCLC patients, 77 (20.8%), 165 (44.5%), and 129 (34.7%) had pN2a1, pN2a2, and pN2b. The 5-year overall survival rates for pN2a1 and pN2a2 were significantly higher than for pN2b (p = 0.041). Histologic type (p < 0.001), age ≤ 50 years (p < 0.001), preoperatively confirmed N2 metastasis (p < 0.001), and clinical stage IIIB (vs. IIIA) (p = 0.003) were independent risk factors for pN2b metastasis. The risk scoring system based on this model demonstrated good discriminant ability for pN2b disease (area under receiver operating characteristic: 0.779). In cN2a NSCLC patients, those with multiple N2 metastases indicate worse prognosis than those with a single N2 metastasis. Our risk scoring system effectively predicts pN2b in these patients.","NSCLC, Single-station N2, Multi-station N2, Prognosis, Risk score"
Functional and aesthetic results of the Z-shaped and straight lower lip-splitting incision: a randomized clinical trial,"Cheng Miao, Ying Zheng, Zhongkai Ma, Lu Bai, Guang Hong, Longjiang Li, Chunjie Li",2024-08-12,"The lip-splitting approach enables excellent access to all areas of the mouth and pharynx to remove tumors; however, traditional lower lip-splitting incisions produce an unsatisfactory scar. To achieve better functional and aesthetic results, we used a Z-shaped incision and compared the functional and aesthetic outcomes of the straight and Z-shaped incisions. Sixty patients who fulfilled the inclusion criteria were randomly divided into two groups and underwent lip-splitting between March 2021 and September 2023. Eventually, 77 patients were reviewed within 6 months and evaluated using the lip function assessment scale, patient and observer scar assessment scale, naïve observer scar assessment scale, and a clinical examination. The Z-shaped incision group performed better in terms of the lip pout movement at 3 months and in the subjective overall opinion, color, irregularity, and pigmentation at 6 months. The Z-shaped incision group had a lower incidence of notched vermilion. In conclusion, Z-shaped lower lip-splitting incisions have better functional and aesthetic outcomes than traditional straight incisions.Trial registration: Public title: Difference between the effect of Z-shaped and vertical incisions of labiobuccal flap on the recovery of lower lip scars. Registration date: 09/03/2021. Registration number: ChiCTR2100044084. Registry URL: http://www.chictr.org.cn.","Surgical wound, Lower lip-splitting incision, Reconstructive surgical procedures, Maxillofacial surgery"
Proteomic landscape of epithelial ovarian cancer,"Liujia Qian, Jianqing Zhu, Zhangzhi Xue, Yan Zhou, Nan Xiang, Hong Xu, Rui Sun, Wangang Gong, Xue Cai, Lu Sun, Weigang Ge, Yufeng Liu, Ying Su, Wangmin Lin, Yuecheng Zhan, Junjian Wang, Shuang Song, Xiao Yi, Maowei Ni, Yi Zhu, Yuejin Hua, Zhiguo Zheng, Tiannan Guo",2024-07-31,"Epithelial ovarian cancer (EOC) is a deadly disease with limited diagnostic biomarkers and therapeutic targets. Here we conduct a comprehensive proteomic profiling of ovarian tissue and plasma samples from 813 patients with different histotypes and therapeutic regimens, covering the expression of 10,715 proteins. We identify eight proteins associated with tumor malignancy in the tissue specimens, which are further validated as potential circulating biomarkers in plasma. Targeted proteomics assays are developed for 12 tissue proteins and 7 blood proteins, and machine learning models are constructed to predict one-year recurrence, which are validated in an independent cohort. These findings contribute to the understanding of EOC pathogenesis and provide potential biomarkers for early detection and monitoring of the disease. Additionally, by integrating mutation analysis with proteomic data, we identify multiple proteins related to DNA damage in recurrent resistant tumors, shedding light on the molecular mechanisms underlying treatment resistance. This study provides a multi-histotype proteomic landscape of EOC, advancing our knowledge for improved diagnosis and treatment strategies.",
Multimodal MRI-based deep-radiomics model predicts response in cervical cancer treated with neoadjuvant chemoradiotherapy,"Zhihua Cai, Sang Li, Zhuang Xiong, Jie Lin, Yang Sun",2024-08-17,"Platinum-based neoadjuvant chemotherapy (NACT) followed by radical hysterectomy has been proposed as an alternative treatment approach for cervical cancer (CC) in stage Ib2-IIb, who had a strong desire to be treated with surgery. Our study aims to develop a model based on multimodal MRI by using radiomics and deep learning to predict the treatment response in CC patients treated with neoadjuvant chemoradiotherapy (NACRT). From August 2009 to June 2013, CC patients in stage Ib2-IIb (FIGO 2008) who received NACRT at Fujian Cancer Hospital were enrolled in our study. Clinical information, contrast-enhanced T1-weighted imaging (CE-T1WI), and T2-weighted imaging (T2WI) data were respectively collected. Radiomic features and deep abstract features were extracted from the images using radiomics and deep learning models, respectively. Then, ElasticNet and SVM-RFE were employed for feature selection to construct four single-sequence feature sets. Early fusion of two multi-sequence feature sets and one hybrid feature set were performed, followed by classification prediction using four machine learning classifiers. Subsequently, the performance of the models in predicting the response to NACRT was evaluated by separating patients into training and validation sets. Additionally, overall survival (OS) and disease-free survival (DFS) were assessed using Kaplan-Meier survival curves. Among the four machine learning models, SVM exhibited the best predictive performance (AUC=0.86). Among the seven feature sets, the hybrid feature set achieved the highest values for AUC (0.86), ACC (0.75), Recall (0.75), Precision (0.81), and F1-score (0.75) in the validation set, outperforming other feature sets. Furthermore, the predicted outcomes of the model were closely associated with patient OS and DFS (p = 0.0044; p = 0.0039). A model based on MRI images with features from multiple sequences and different methods could precisely predict the response to NACRT in CC patients. This model could assist clinicians in devising personalized treatment plans and predicting patient survival outcomes.",
Palbociclib and letrozole for hormone receptor-positive HER2-negative breast cancer with residual disease after neoadjuvant chemotherapy,"Sonia Pernas, Esther Sanfeliu, Guillermo Villacampa, Javier Salvador, Antonia Perelló, Xavier González, Begoña Jiménez, María Merino, Patricia Palacios, Tomás Pascual, Emilio Alba, Lorea Villanueva, Samyukta Chillara, Juan Manuel Ferrero-Cafiero, Patricia Galvan, Aleix Prat, Eva Ciruelos",2024-11-26,"With the incorporation of cyclin-dependent kinase inhibitors in early breast cancer (BC), a better identification of biomarkers is needed. The PROMETEO II trial aimed to evaluate the antitumor activity of palbociclib plus letrozole and to identify response biomarkers in patients with operable HR+/HER2- BC and residual disease after neoadjuvant chemotherapy (NAC). The primary endpoint was the rate of complete cell cycle arrest (CCCA), centrally determined by Ki67 ≤ 2.7% at surgery. A comprehensive translational analysis was conducted. At surgery, the CCCA rate was 59.1%, with a 44.2% decrease in Ki67 from the end of NAC. Changes in intrinsic subtypes occurred in 48% of patients, with proliferation genes suppressed, and immune genes more upregulated in tumors with CCCA. Overall, 14% of tumors were classified as PD-L1+ after palbociclib. Nine patients experienced grade 3 adverse events (AEs). Palbociclib showed an anti-proliferative effect, with increased immune infiltration in residual tumors with CCCA.Trial registration: Palbociclib Plus Letrozole in Hormone Receptor Positive Residual Disease After Neoadjuvant Chemotherapy (PROMETEO II) ClinicalTrial.gov number NCT04130152. Study registration; October 17, 2019.",
"Pregabalin for chronic cough due to lung cancer: randomized, double-blind, placebo-controlled trial","Vanita Noronha, Nandini Menon, Vijay M. Patil, Minit Shah, Amit Joshi, Srushti Shah, Kavita Nawale, Rohan Surve, Gunj Bafna, Shweta Jogdhankar, Priyanka Shelar, Ankush Shetake, Ashish Singh, Sushmita Salian, Pundlik Jadhav, Hetakshi Shah, Neha Mer, Ananya Vohra, Swaratika Majumdar, Shripad Banavali, Rajendra Badwe, Kumar Prabhash",2024-11-26,"BackgroundDeveloping effective therapies for cough in lung cancer is an unmet need Neuromodulators like pregabalin may act centrally as cough suppressants.MethodsRandomized double-blind placebo-controlled study in patients with locally advanced/metastatic lung cancer and at least 2 weeks of moderate or severe cough. Randomization was 1:1 to pregabalin 300 mg orally daily or matching placebo, both administered for 9 weeks. Primary endpoint was the change in cough severity as measured by the difference in VAS scores.ResultsBetween Jul 2022 and Dec 2023, we enrolled 166 patients: 83 to each arm. Baseline cough severity was grade 2 in 128 (77.1%) and grade 3 in 38 (22.9%) patients; median cough duration was 12 weeks (IQR, 6–20). Systemic cancer-directed therapy was started in 78 (94.0%) and 72 (86.7%) patients in the pregabalin and placebo arms, respectively; P = 0.187. The mean (SD) VAS score (in mm) decreased from 71.58 (14.99) at baseline, to 45.54 (26.60) on day 7, and 22.27 (24.20) by week 9 in the pregabalin arm; and 71.75 (17.58), 46.35 (25.00), and 23.08 (22.42), respectively in the placebo arm; P = 0.877.ConclusionPregabalin does not significantly decrease cough in patients with lung cancer. Systemic cancer-directed therapy is the most effective antitussive.Clinical trial registrationName of the registry: Clinical Trials Registry India Registration number: CTRI/2020/11/029275 Website: www.ctri.nic.in",
Impact of a two step antimicrobial stewardship program in a paediatric haematology and oncology unit,"Cecilia Liberati, Elisa Barbieri, Francesca Cavagnero, Maria Grazia Petris, Giulia Brigadoi, Giulia Reggiani, Marica De Pieri, Marta Pierobon, Antonio Marzollo, Maria Gabelli, Sabrina Trivellato, Erika Rigotti, Francesca Opri, Daniele Mengato, Francesca Venturini, Ettore De Canale, Claudia Del Vecchio, Carlo Giaquinto, Elena Carrara, Evelina Tacconelli, Alessandra Biffi, Daniele Donà",2024-11-26,"Objective: To describe the implementation of a multi-step antimicrobial stewardship program in a haemato-oncology and stem cell transplantation program unit. Methods: Pre-post quasi-experimental study with two interrupted time-series analyses, conducted between 01/01/2019 and 31/12/2022 in the Paediatric Haemato-Oncology Unit of the Padua Paediatric Hospital. The interventions were: (1) 02/2020: dissemination of febrile neutropenia clinical pathways, (2) April 2021: provision of the clinical pathways via a customized App (Firstline.org) and implementation of a twice-a-week prospective audit and feedback. The main outcome was antibiotic consumption measured by days of administered therapy (DOTs)/1000 patients’ days for all antibiotics and most used molecules. Results: The first intervention (clinical pathways) resulted in a decrease in the overall antibiotic use by the haemato-oncology unit, with an abrupt reduction of 3-gen cephalosporins in favor of piperacillin-tazobactam, as indicated by the clinical pathways. Meropenem and glycopeptide use did not vary. The second intervention (antimicrobial stewardship) further decreased total antibiotic consumption, and a significant decline in meropenem, amikacin, and glycopeptides was achieved. Conclusions: Multi-step stewardship based on guidelines dissemination, multidisciplinary team intervention and collaboration (“handshake” stewardship) was highly effective in optimizing guidelines adherence and reducing overprescriptions in a fragile patient cohort.","Antimicrobial stewardship, Pediatric Oncology Haematology, Stem cell transplantation, Antibiotics."
"Effectiveness of COVID-19 vaccines against severe COVID-19 among patients with cancer in Catalonia, Spain","Felippe Lazar Neto, Núria Mercadé-Besora, Berta Raventós, Laura Pérez-Crespo, Gilberto Castro Junior, Otavio T. Ranzani, Talita Duarte-Salles",2024-06-19,"Patients with cancer were excluded from pivotal randomized clinical trials of COVID-19 vaccine products, and available observational evidence on vaccine effectiveness (VE) focused mostly on mild, and not severe COVID-19, which is the ultimate goal of vaccination for high-risk groups. Here, using primary care electronic health records from Catalonia, Spain (SIDIAP), we built two large cohorts of vaccinated and matched control cancer patients with a primary vaccination scheme (n = 184,744) and a booster (n = 108,534). Most patients received a mRNA-based product in primary (76.2%) and booster vaccination (99.9%). Patients had 51.8% (95% CI 40.3%−61.1%) and 58.4% (95% CI 29.3%−75.5%) protection against COVID-19 hospitalization and COVID-19 death respectively after full vaccination (two-doses) and 77.9% (95% CI 69.2%−84.2%) and 80.2% (95% CI 63.0%−89.4%) after booster. Compared to primary vaccination, the booster dose provided higher peak protection during follow-up. Calibration of VE estimates with negative outcomes, and sensitivity analyses with slight different population and COVID-19 outcomes definitions provided similar results. Our results confirm the role of primary and booster COVID-19 vaccination in preventing COVID-19 severe events in patients with cancer and highlight the need for the additional dose in this population.",
Inflammatory bone marrow signaling in pediatric acute myeloid leukemia distinguishes patients with poor outcomes,"Hamid Bolouri, Rhonda E. Ries, Alice E. Wiedeman, Tiffany Hylkema, Sheila Scheiding, Vivian H. Gersuk, Kimberly O’Brien, Quynh-Anh Nguyen, Jenny L. Smith, S. Alice Long, Soheil Meshinchi",2022-11-23,"High levels of the inflammatory cytokine IL-6 in the bone marrow are associated with poor outcomes in pediatric acute myeloid leukemia (pAML), but its etiology remains unknown. Using RNA-seq data from pre-treatment bone marrows of 1489 children with pAML, we show that > 20% of patients have concurrent IL-6, IL-1, IFNα/β, and TNFα signaling activity and poorer outcomes. Targeted sequencing of pre-treatment bone marrow samples from affected patients (n = 181) revealed 5 highly recurrent patterns of somatic mutation. Using differential expression analyses of the most common genomic subtypes (~60% of total), we identify high expression of multiple potential drivers of inflammation-related treatment resistance. Regardless of genomic subtype, we show that JAK1/2 inhibition reduces receptor-mediated inflammatory signaling by leukemic cells in-vitro. The large number of high-risk pAML genomic subtypes presents an obstacle to the development of mutation-specific therapies. Our findings suggest that therapies targeting inflammatory signaling may be effective across multiple genomic subtypes of pAML.",
Single-cell RNA sequencing reveals the effects of chemotherapy on human pancreatic adenocarcinoma and its tumor microenvironment,"Gregor Werba, Daniel Weissinger, Emily A. Kawaler, Ende Zhao, Despoina Kalfakakou, Surajit Dhara, Lidong Wang, Heather B. Lim, Grace Oh, Xiaohong Jing, Nina Beri, Lauren Khanna, Tamas Gonda, Paul Oberstein, Cristina Hajdu, Cynthia Loomis, Adriana Heguy, Mara H. Sherman, Amanda W. Lund, Theodore H. Welling, Igor Dolgalev, Aristotelis Tsirigos, Diane M. Simeone",2023-02-13,"The tumor microenvironment (TME) in pancreatic ductal adenocarcinoma (PDAC) is a complex ecosystem that drives tumor progression; however, in-depth single cell characterization of the PDAC TME and its role in response to therapy is lacking. Here, we perform single-cell RNA sequencing on freshly collected human PDAC samples either before or after chemotherapy. Overall, we find a heterogeneous mixture of basal and classical cancer cell subtypes, along with distinct cancer-associated fibroblast and macrophage subpopulations. Strikingly, classical and basal-like cancer cells exhibit similar transcriptional responses to chemotherapy and do not demonstrate a shift towards a basal-like transcriptional program among treated samples. We observe decreased ligand-receptor interactions in treated samples, particularly between TIGIT on CD8 + T cells and its receptor on cancer cells, and identify TIGIT as the major inhibitory checkpoint molecule of CD8 + T cells. Our results suggest that chemotherapy profoundly impacts the PDAC TME and may promote resistance to immunotherapy.",
FGL2-targeting T cells exhibit antitumor effects on glioblastoma and recruit tumor-specific brain-resident memory T cells,"Qingnan Zhao, Jiemiao Hu, Lingyuan Kong, Shan Jiang, Xiangjun Tian, Jing Wang, Rintaro Hashizume, Zhiliang Jia, Natalie Wall Fowlkes, Jun Yan, Xueqing Xia, Sofia F. Yi, Long Hoang Dao, David Masopust, Amy B. Heimberger, Shulin Li",2023-02-10,"Although tissue-resident memory T (TRM) cells specific for previously encountered pathogens have been characterized, the induction and recruitment of brain TRM cells following immune therapy has not been observed in the context of glioblastoma. Here, we show that T cells expressing fibrinogen-like 2 (FGL2)–specific single-chain variable fragments (T-αFGL2) can induce tumor-specific CD8+ TRM cells that prevent glioblastoma recurrence. These CD8+ TRM cells display a highly expanded T cell receptor repertoire distinct from that found in peripheral tissue. When adoptively transferred to the brains of either immunocompetent or T cell-deficient naïve mice, these CD8+ TRM cells reject glioma cells. Mechanistically, T-αFGL2 cell treatment increased the number of CD69+CD8+ brain-resident memory T cells in tumor-bearing mice via a CXCL9/10 and CXCR3 chemokine axis. These findings suggest that tumor-specific brain-resident CD8+ TRM cells may have promising implications for the prevention of brain tumor recurrence.",
